Modality,Gender,Race_ETH,Tobacco_Ever,Afib,PVD,Statins,anyPhysicalActivity,weight
MR,M,White,1,1,1,0,0,2.5385784595271262e-05
,,,,,,,,
,,,,,,,,
MR,M,White,1,1,1,0,1,3.4905453818497984e-05
,,,,,,,,
,,,,,,,,
MR,M,White,1,1,1,1,0,0.000142795
,,,,,,,,
,,,,,,,,
MR,M,White,1,1,1,1,1,9.836991530667615e-05
,,,,,,,,
,,,,,,,,
MR,M,Multiple/Other/Unknown,0,0,0,0,0,6.3464461488178154e-06
,,,,,,,,
,,,,,,,,
MR,M,Multiple/Other/Unknown,0,0,0,0,1,0.001091589
,,,,,,,,
,,,,,,,,
MR,M,Multiple/Other/Unknown,0,0,0,1,0,9.519669223226724e-06
,,,,,,,,
,,,,,,,,
MR,M,Multiple/Other/Unknown,0,0,0,1,1,0.000780613
,,,,,,,,
,,,,,,,,
MR,M,Multiple/Other/Unknown,0,0,1,0,0,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
MR,M,Multiple/Other/Unknown,0,0,1,0,1,1.586611537204454e-05
,,,,,,,,
,,,,,,,,
MR,M,Multiple/Other/Unknown,0,0,1,1,0,6.3464461488178154e-06
,,,,,,,,
,,,,,,,,
MR,M,Multiple/Other/Unknown,0,0,1,1,1,2.2212561520862357e-05
,,,,,,,,
,,,,,,,,
MR,M,Multiple/Other/Unknown,0,1,0,0,1,4.442512304172471e-05
,,,,,,,,
,,,,,,,,
MR,M,Multiple/Other/Unknown,0,1,0,1,1,2.2212561520862357e-05
,,,,,,,,
,,,,,,,,
MR,M,Multiple/Other/Unknown,0,1,1,1,0,6.3464461488178154e-06
,,,,,,,,
,,,,,,,,
MR,M,Multiple/Other/Unknown,1,0,0,0,0,3.173223074408908e-05
,,,,,,,,
,,,,,,,,
MR,M,Multiple/Other/Unknown,1,0,0,0,1,0.000720322
,,,,,,,,
,,,,,,,,
MR,M,Multiple/Other/Unknown,1,0,0,1,0,5.711801533936034e-05
,,,,,,,,
,,,,,,,,
MR,M,Multiple/Other/Unknown,1,0,0,1,1,0.000805999
,,,,,,,,
,,,,,,,,
MR,M,Multiple/Other/Unknown,1,0,1,0,0,6.3464461488178154e-06
,,,,,,,,
,,,,,,,,
MR,M,Multiple/Other/Unknown,1,0,1,0,1,9.519669223226724e-06
,,,,,,,,
,,,,,,,,
MR,M,Multiple/Other/Unknown,1,0,1,1,0,1.9039338446453448e-05
,,,,,,,,
,,,,,,,,
MR,M,Multiple/Other/Unknown,1,0,1,1,1,3.4905453818497984e-05
,,,,,,,,
,,,,,,,,
MR,M,Multiple/Other/Unknown,1,1,0,0,0,1.586611537204454e-05
,,,,,,,,
,,,,,,,,
MR,M,Multiple/Other/Unknown,1,1,0,0,1,1.9039338446453448e-05
,,,,,,,,
,,,,,,,,
MR,M,Multiple/Other/Unknown,1,1,0,1,0,9.519669223226724e-06
,,,,,,,,
,,,,,,,,
MR,M,Multiple/Other/Unknown,1,1,0,1,1,2.5385784595271262e-05
,,,,,,,,
,,,,,,,,
MR,M,Multiple/Other/Unknown,1,1,1,1,1,3.1732230744089077e-06
